"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","Primary topic","Secondary (if needed)","text","cable_id","highlight","(data centre) type","street address","source","year","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","Third topic","","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"613","6 | China Telecom","8 | Data centre","","112 | Japan","Osaka","34.67576","135.49560","Equinix OS1","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Nishi Shinsaibashi Building 1-26-1 Shinmachi Nishi-ku, Osaka City, Osaka, Japan 550-0013","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre112 | Japan","112 | Japan","112 | Japan","112 | Japan","112 | Japan","6 | China Telecom112 | Japan","","","",""
"614","6 | China Telecom","8 | Data centre","","112 | Japan","Tokyo","35.68829","139.76593","Equinix TY4","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","1 Chome-9-5 Otemachi, Chiyoda, Tokyo 100-0004, Japan","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre112 | Japan","112 | Japan","112 | Japan","112 | Japan","112 | Japan","6 | China Telecom112 | Japan","","","",""
"615","6 | China Telecom","8 | Data centre","","112 | Japan","Tokyo","35.64850","139.79253","AT Tokyo CC1","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Tokyo Chuo Center 1\/F E-Room, 6-2-15 Toyosu Koto Ko, Tokyo Japan 135-0061","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre112 | Japan","112 | Japan","112 | Japan","112 | Japan","112 | Japan","6 | China Telecom112 | Japan","","","",""
"616","6 | China Telecom","8 | Data centre","","112 | Japan","Tokyo","35.61741","139.74804","Equinix TY2","","","","Type: POP, COLO, CLOUD EXCHANGE<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO, CLOUD EXCHANGE","Higashishinagawa 3-8-21, Shinagawa, Tokyo, Japan","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre112 | Japan","112 | Japan","112 | Japan","112 | Japan","112 | Japan","6 | China Telecom112 | Japan","","","",""
"617","6 | China Telecom","8 | Data centre","","113 | Kenya","Mombasa","-4.00467","39.58011","iColo MBA1","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Opposite New Jomvu Total Mombasa Road, Mombasa, Kenya","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","6 | China Telecom113 | Kenya","","","",""
"618","6 | China Telecom","8 | Data centre","","113 | Kenya","Nairobi","-1.32988","36.86752","East Africa Data Center","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Sameer Industrial Park, Mombasa Road, 254 Nairobi, Kenya","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","6 | China Telecom113 | Kenya","","","",""
"619","6 | China Telecom","8 | Data centre","","113 | Kenya","Nairobi","-1.23318","36.80544","UN Data Centre","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","United Nations Crescent, Gigiri, Postbox 653 (00612) Nairobi, Kenya","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","6 | China Telecom113 | Kenya","","","",""
"620","6 | China Telecom","8 | Data centre","","155 | Malaysia","Kuala Lumpur","3.13945","101.63018","Plaza VADS","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","No. 1 Jalan Tun Mohd. Fuad, Taman Tun Dr Ismail, 60000 Kuala Lumpur.","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre155 | Malaysia","155 | Malaysia","155 | Malaysia","155 | Malaysia","155 | Malaysia","6 | China Telecom155 | Malaysia","","","",""
"621","6 | China Telecom","8 | Data centre","","155 | Malaysia","Kuala Lumpur","3.14945","101.70593","Menara AIMS","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Changkat Raja Chulan, Bukit Ceylon, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre155 | Malaysia","155 | Malaysia","155 | Malaysia","155 | Malaysia","155 | Malaysia","6 | China Telecom155 | Malaysia","","","",""
"622","6 | China Telecom","8 | Data centre","","163 | Netherlands","Amsterdam","52.34398","4.82871","Global Switch","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Johan Huizingalaan 759, 1066 VH Amsterdam, Netherlands","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre163 | Netherlands","163 | Netherlands","163 | Netherlands","163 | Netherlands","163 | Netherlands","6 | China Telecom163 | Netherlands","","","",""
"623","6 | China Telecom","8 | Data centre","","163 | Netherlands","Amsterdam","52.29335","4.94505","Equinix AM5","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Schepenbergweg 42, 1105 AT Amsterdam, Netherlands","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre163 | Netherlands","163 | Netherlands","163 | Netherlands","163 | Netherlands","163 | Netherlands","6 | China Telecom163 | Netherlands","","","",""
"624","6 | China Telecom","8 | Data centre","","161 | Nigeria","Lagos","6.42774","3.42138","Medallion Communications","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","No 8A Saka Tinubu Street, Off Adeola Odeku Street, Victoria Island, 101241 Lagos, Nigeria","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","6 | China Telecom161 | Nigeria","","","",""
"625","6 | China Telecom","8 | Data centre","","188 | Russia","Moscow","55.65264","37.52886","MMTC-9 Moscow","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","7 Butlerova street 117485 Moscow Russia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","6 | China Telecom188 | Russia","","","",""
"626","6 | China Telecom","8 | Data centre","","188 | Russia","Vladivostok","43.09778","131.86570","Vostoktelecom","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Verhneportovaya street 5-a, Vladivostok city, 690003, Russia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","6 | China Telecom188 | Russia","","","",""
"627","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.29618","103.79093","Equinix SG3","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","26A Ayer Rajah Crescent, Singapore 139963","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"628","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.32155","103.69542","Equinix SG2","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","15 Pioneer Walk, 627753, Singapore","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"629","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.31675","103.70152","Telin-3","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","8 Sunview Drive, Singapore 627485","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"630","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.43168","103.80289","Singapore Woodlands data centre","","","","Type: COLO<br>
This datacentre was formed through a strategic partnership between China Telecom Global, Chinese datacentre infrastructure developer, Daily Tech and British Global Switch datacentres. <a href = ""https://www.globalswitch.com.au/about-us/news/070319-china-telecom-global-global-switch-and-daily-tech-open-singapore-woodlands-data-centre-services-under-strategic-partnership-of-the-trio/"">Source</a>, <a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Woodlands Avenue 12, Singapore 738990","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"631","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.32776","103.74602","Cyxtera SG2","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","29A International Business Park, Jurong East, Singapore 609934","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"632","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.33877","103.89383","Cyxtera SG8","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","9 Tai Seng Drive, 05-01 Geo-Tele Centre, Singapore 535227","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"633","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.37072","103.96848","Digital Reality","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","3 Loyang Way, Loyang, 508719","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"634","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.37524","103.87483","SGX","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Keppei Digihub, 25 Serangoon North Avenue 5, Singapore","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"635","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.29517","103.78984","Equinix SG1","","","","Type: POP, COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO","20 Ayer Rajah Crescent, Singapore 139964","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"636","6 | China Telecom","8 | Data centre","","195 | Singapore","Singapore","1.33644","103.89349","Global Switch","","","","Type: POP, COLO, CLOUD EXCHANGE<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO, CLOUD EXCHANGE","2 Tai Seng Ave, Singapore 534408","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","195 | Singapore","6 | China Telecom195 | Singapore","","","",""
"637","6 | China Telecom","8 | Data centre","","120 | South Korea","Seoul","37.56350","126.97690","KT Gwanghwamun","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","78 Sejongdaero, Jongro-gu, Seoul, Korea","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","6 | China Telecom120 | South Korea","","","",""
"638","6 | China Telecom","8 | Data centre","","120 | South Korea","Anyang","37.39808","126.96480","LGU+ Pyeongchon Mega Center","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","1743 Kwang-Yang Dong, Dong-An Gu, Anyang-Si, Kyung-Gido, South Korea","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","6 | China Telecom120 | South Korea","","","",""
"639","6 | China Telecom","8 | Data centre","","120 | South Korea","Seoul","37.39806","126.96480","LGU+ Pyeongchon","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","7th Fl LGU+ Pyeongchon IDC, 1743-1 Gwanyang-dong, Dongan-gu, Anyang, Gyeonggi-do, South Korea","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","6 | China Telecom120 | South Korea","","","",""
"640","6 | China Telecom","8 | Data centre","","120 | South Korea","Seoul","37.56654","126.97797","Telehouse","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Taepyeongno 1-ga 84, Seoul Financial Center, 100-170 Seoul, South Korea","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","6 | China Telecom120 | South Korea","","","",""
"641","6 | China Telecom","8 | Data centre","","120 | South Korea","Seoul","37.41363","127.12440","Hostway Bundang","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Yatap-dong 343-1, Bundang-gu, Seongnam-Si, Gyeongi-do, 463-828 Korea","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","6 | China Telecom120 | South Korea","","","",""
"642","6 | China Telecom","8 | Data centre","","120 | South Korea","Seoul","37.53053","126.87617","KT Mokdong","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","323 Mokdongdong-ro, Yangcheon-gu, Seoul, Korea","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","120 | South Korea","6 | China Telecom120 | South Korea","","","",""
